08 May 2012,,,,
Frequency [Hz],V_Gain [dB],H_Gain [dB],V_AF [dB/m],H_AF [dB/m]
2815000000,6.5862077346,0,34.65317921,0
2830000000,-1.1859892196,0,40.01675749,0
2845000000,6.4955781938,0,34.83935513,0
2860000000,4.0983885193,0,36.77787847,0
2875000000,3.1922550324,0,41.4783305,0
2890000000,4.2673027387,0,36.76661005,0
2905000000,3.5227651339,0,41.73340976,0
2920000000,5.2454693866,0,36.18149522,0
2935000000,3.4220388738,0,37.37327017,0
2950000000,2.2429648353,0,37.94035361,0
2965000000,6.2382003499,0,35.45497074,0
2980000000,6.7148128161,0,35.01099323,0
2995000000,-9.2070463636,0,39.86796807,0
3010000000,7.8258226445,0,33.72979984,0
3025000000,0.4688158002,0,38.72051684,0
3040000000,7.0575034338,0,34.79879759,0
3055000000,6.6364709431,0,35.31079567,0
3070000000,6.7280994673,0,35.25505486,0
3085000000,7.620798517,0,34.22307988,0
3100000000,7.6076347638,0,45.81175821,0
3115000000,7.033891146,0,35.03802441,0
3130000000,4.7770387831,0,37.12685943,0
3145000000,5.5388281678,0,36.59241473,0
3160000000,6.5940422444,0,35.6491259,0
3175000000,-0.5790860766,0,41.13004252,0
3190000000,7.0525311386,0,35.22295089,0
3205000000,2.7373285749,0,38.45839951,0
3220000000,6.1162217432,0,36.28806976,0
3235000000,7.020652835,0,35.38172269,0
3250000000,3.9986717267,0,37.94654892,0
3265000000,2.8485890131,0,38.57076493,0
3280000000,3.1123366631,0,38.48993088,0
3295000000,5.4696673814,0,37.05366953,0
3310000000,2.9271066133,0,38.65450721,0
3325000000,3.5537008237,0,38.38925805,0
3340000000,6.514328873,0,45.17652723,0
3355000000,0.2037603183,0,39.6858149,0
3370000000,7.7360516641,0,34.83507691,0
3385000000,1.6200545407,0,39.35904361,0
3400000000,7.2942504507,0,35.48636534,0
3415000000,1.8148021035,0,39.36908542,0
3430000000,6.3215724697,0,36.63884525,0
3445000000,7.3409015035,0,35.54265042,0
3460000000,7.8153456873,0,34.95459716,0
3475000000,8.4363052324,0,34.06270984,0
3490000000,4.1379986996,0,38.48352434,0
3505000000,8.7582276015,0,33.60059833,0
3520000000,-3.3304425136,0,41.61532122,0
3535000000,7.3258999479,0,35.78534783,0
3550000000,3.5830012358,0,38.94264859,0
3565000000,7.4056857586,0,35.75858268,0
3580000000,-1.7278906907,0,40.6259055,0
3595000000,5.6271213503,0,37.68045246,0
3610000000,7.7548939141,0,35.40680651,0
3625000000,5.6517498924,0,37.73185703,0
3640000000,8.6135973099,0,34.17495119,0
3655000000,5.4203964001,0,37.99405652,0
3670000000,9.8650280196,0,31.81932605,0
3685000000,8.8049641626,0,33.95429829,0
3700000000,8.730601564,0,34.11851288,0
3715000000,8.2415549144,0,34.94872086,0
3730000000,8.6894062124,0,34.25913504,0
3745000000,7.8673999253,0,35.5691975,0
3760000000,7.4587439867,0,36.1535106,0
3775000000,5.8189889242,0,37.93978551,0
3790000000,9.3632797632,0,33.1564791,0
3805000000,-23.6007226864,0,41.82272879,0
3820000000,7.0445647036,0,36.79770131,0
3835000000,4.491745103,0,39.08227642,0
3850000000,3.9169202388,0,44.39350578,0
3865000000,6.911300491,0,37.05244096,0
3880000000,9.2128809039,0,33.65429058,0
3895000000,8.1468991036,0,35.50350545,0
3910000000,8.9709208359,0,34.17326117,0
3925000000,8.9773238394,0,34.19487767,0
3940000000,9.4526566396,0,33.31404456,0
3955000000,8.3996965661,0,35.2451034,0
3970000000,9.1868194538,0,33.90337763,0
3985000000,3.3389339401,0,40.0713517,0
4000000000,5.8427814581,0,38.42166911,0
