21-Nov-13,,,,
Frequency [Hz],V_Gain [dB],H_Gain [dB],V_AF [dB/m],H_AF [dB/m]
1549650000,4.948962675,4.749392838,29.11709483,29.31666467
1564300000,4.963853094,4.993628362,29.1839329,29.15415763
1578950000,5.24494257,5.431431477,28.98381007,28.79732117
1593600000,5.654386006,5.978731128,28.65458551,28.33024038
1608250000,6.102210744,6.161775294,28.28624555,28.226681
1622900000,6.414717945,6.60356252,28.05250235,27.86365778
1637550000,6.799979187,6.757244353,27.74529729,27.78803213
1652200000,6.997431293,7.294911304,27.62520615,27.32772614
1666850000,7.050846126,7.864022941,27.64846935,26.83529254
1681500000,6.911211438,7.293378992,27.86411109,27.48194353
1696150000,6.634127884,6.372497489,28.21654234,28.47817274
1710800000,6.738342271,6.011193788,28.18702765,28.91417614
1725450000,6.32685262,5.758506903,28.67258005,29.24092577
1740100000,5.771881187,5.36190941,29.30098804,29.71095982
1754750000,5.674515984,5.294426931,29.47117413,29.85126318
1769400000,5.798319181,5.63999119,29.41958637,29.57791436
1784050000,5.77543965,6.000544087,29.51408588,29.28898144
1798700000,5.715986705,5.763598353,29.64457308,29.59696143
1813350000,5.916435409,6.104266806,29.51458242,29.32675102
1828000000,6.327380398,6.739758459,29.17352852,28.76115046
1842650000,6.584944729,7.339455866,28.98529739,28.23078626
1857300000,6.451368292,6.752197801,29.18765797,28.88682846
1871950000,6.54700737,5.815979037,29.16026261,29.89129094
1886600000,6.536283982,5.510685314,29.23869771,30.26429638
1901250000,6.375234151,5.493046897,29.46693548,30.34912274
1915900000,6.328392282,5.444389868,29.58044956,30.46445197
1930550000,6.306508807,5.656125846,29.66849737,30.31888033
1945200000,6.321777921,5.789910675,29.71889239,30.25075963
1959850000,6.112755037,5.897549278,29.99308672,30.20829248
1974500000,5.895803483,6.027183741,30.27472437,30.14334411
1989150000,6.051512538,6.201548454,30.18322324,30.03318732
2003800000,6.006721506,6.253541025,30.29175103,30.04493151
2018450000,5.62060656,6.12646536,30.74113845,30.23527965
2033100000,5.516114789,5.839801785,30.90844511,30.58475811
2047750000,5.706148636,5.481990801,30.78077515,31.00493298
2062400000,5.94692654,5.060639669,30.60191655,31.48820342
2077050000,6.077131577,4.622983177,30.53319254,31.98734094
2091700000,6.15515931,4.370245617,30.51621371,32.3011274
2106350000,6.178483148,4.75672801,30.55351268,31.97526782
2121000000,6.460141557,5.543576608,30.3320569,31.24862185
2135650000,6.621215311,6.079539115,30.23077138,30.77244758
2150300000,6.328707702,6.430380781,30.58265849,30.48098541
2164950000,6.006197296,6.8046372,30.96414521,30.1657053
2179600000,6.326725909,6.875721845,30.70219517,30.15319923
2194250000,6.497007472,7.030073857,30.59009976,30.05703337
2208900000,6.111985557,6.293349741,31.03292064,30.85155645
2223550000,5.629704462,4.804552244,31.57261862,32.39777084
2238200000,5.196850117,3.777181987,32.0625128,33.48218093
2252850000,5.080882774,3.983708232,32.23514784,33.33232239
2267500000,5.497477752,4.371126025,31.87485325,33.00120498
2282150000,5.65174932,4.404921015,31.77651949,33.0233478
2296800000,5.372776394,4.633590079,32.11107229,32.8502586
2311450000,5.219197143,5.062952944,32.31987802,32.47612222
2326100000,5.735868651,5.861128495,31.85808407,31.73282422
2340750000,6.148578407,6.55729279,31.49990733,31.09119294
2355400000,5.977586018,6.616690173,31.72509249,31.08598833
2370050000,5.469174766,6.211762135,32.28736049,31.54477312
2384700000,5.431695598,5.703813251,32.37836453,32.10624687
2399350000,5.569696833,5.549946671,32.29356034,32.31331051
2414000000,5.38634629,5.169727227,32.52978412,32.74640318
2428650000,5.285307341,4.866633404,32.68337639,33.10205032
2443300000,5.325157184,4.140612954,32.69576381,33.88030804
2457950000,5.159997662,4.371933514,32.91284831,33.70091246
2472600000,5.301840945,4.898898701,32.82262144,33.22556369
2487250000,5.146977341,4.858635336,33.02879654,33.31713855
2501900000,4.563473108,4.556270941,33.66331093,33.67051309
2516550000,4.185973873,4.470709837,34.09152249,33.80678653
2531200000,4.179110921,4.441960081,34.14880341,33.88595425
2545850000,3.985179163,4.338142007,34.39286216,34.03989932
2560500000,3.445319915,4.125455706,34.98256078,34.30242499
2575150000,2.734381649,3.126380409,35.74305407,35.35105531
2589800000,2.209501162,1.859764033,36.31720846,36.66694559
2604450000,2.494749949,1.202333618,36.08095563,37.37337196
2619100000,2.968088829,1.657740106,35.65633787,36.9666866
2633750000,3.167902439,1.968276259,35.50497362,36.7045998
2648400000,2.597003473,2.27297494,36.1240532,36.44808173
2663050000,2.270349135,2.684660419,36.49862237,36.08431108
2677700000,2.613533285,3.266681323,36.20309018,35.54994214
2692350000,2.806384368,3.57883891,36.05763106,35.28517651
2707000000,2.164335664,3.365939853,36.74681454,35.54521035
2721650000,1.5149863,2.963147509,37.44304429,35.99488308
2736300000,1.10568662,1.994073049,37.89897268,37.01058625
2750950000,1.427596448,1.344340758,37.62344258,37.70669827
2765600000,1.26633455,0.221142883,37.83083787,38.87602954
2780250000,0.214650824,-1.63720291,38.92841126,40.78026499
2794900000,-0.994173836,-3.15844439,40.1828844,42.34715496
2809550000,-1.834411738,-3.05837528,41.06853214,42.29249568
2824200000,-1.912427993,-2.317984324,41.19172206,41.59727839
2838850000,-2.292728697,-1.718092679,41.6169627,41.04232669
2853500000,-3.524440195,-2.07145716,42.89338282,41.44039979
2868150000,-4.831528591,-2.902419255,44.24495089,42.31584156
2882800000,-4.839060896,-3.038144948,44.29673626,42.49582031
2897450000,-3.854577286,-3.133149879,43.35628138,42.63485398
2912100000,-3.363753777,-3.264864251,42.90926456,42.81037503
2926750000,-4.223871776,-4.439970063,43.81296941,44.02906769
2941400000,-4.550426277,-5.589695118,44.18289313,45.22216197
2956050000,-4.478231844,-6.07889751,44.15385245,45.75451811
2970700000,-4.321802157,-5.94886006,44.04036317,45.66742108
2985350000,-4.326525453,-5.944901074,44.08781564,45.70619126
3000000000,-5.061889992,-6.536485652,44.86570018,46.34029584
